Title,Link,PropertyType,Price,Location,State,Bedrooms,Bathrooms,Area,Down_Payment,Payment_Method,Price_Per_M
"Apartment for sale, 201 sq m, Smouha - Marouj",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8429537,Apartment,9000000,Muruj,Smouha,3,3,201,0,Installments,44776.12
"Apartment for sale,170m-Gianaclis-Zulfiqar.St",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-janaklees-zou-al-fekar-st-8428041,Apartment,2400000,Zou Al Fekar St.,Janaklees,3,1,170,0,Cash,14117.65
Reception and rooms with open view Licensed,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-al-hilton-st-8427925,Apartment,2500000,Al Hilton St.,Smouha,2,1,100,0,Cash,25000.0
Villa for sale 1000m North Coast (Granada village),https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-hay-al-amereyah-adh-dheraa-al-bahri-alexandria-marsa-matrouh-road-8427714,Villa,10000000,Alexandria Marsa Matrouh Road,Adh Dheraa Al Bahri ـ,5,6,1000,0,Cash,10000.0
Licensed apartment with fully open views,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-bolkly-ibrahim-rady-st-8194436,Apartment,3250000,Ibrahim Rady St.,Bolkly,3,1,135,0,Cash,24074.07
flexible payment plans Delivery within 6 months,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8427521,Apartment,8000000,Alex West,Agami,3,3,178,0,Installments,44943.82
Payment facilities over 5 years 10% down payment,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-vee-muruj-8426580,Apartment,8148000,Vee Muruj,Smouha,3,2,168,0,Installments,48500.0
Sea view immediate Delivery,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-wasat-el-shatby-ali-mostafa-mosharafa-st-8426089,Apartment,15430000,Ali Mostafa Mosharafa St.,El Shatby,5,3,210,0,Cash,73476.19
The fastest delivery Facilities over 4 years,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8426013,Apartment,12480000,Vee Sawari,Waterfront,3,3,208,0,Installments,60000.0
"Apartment for sale, 129 sq m, Smouha - The One",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-the-one-8425821,Apartment,9450000,The One,Smouha,2,2,129,0,Installments,73255.81
Licensed apartment with fully open views,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-saba-basha-mostafa-abou-heif-st-8425610,Apartment,2050000,Mostafa Abou Heif St.,Saba Basha,3,1,125,0,Cash,16400.0
"Apartment for sale, 108 sq m, Smouha - Marouj",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8425519,Apartment,5891750,Muruj,Smouha,2,1,108,0,Installments,54553.24
Open view overlooking the club,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-vee-muruj-8425449,Apartment,3500000,Vee Muruj,Smouha,2,1,83,0,Cash,42168.67
"Apartment for sale, 149 sq m, Smouha - Marouj",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8425144,Apartment,7040000,Muruj,Smouha,3,3,149,0,Installments,47248.32
Fully finished Open lake view,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8424763,Duplex,12201000,Vee Sawari,Waterfront,4,3,249,0,Installments,49000.0
Licensed building with fully open views,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-gamal-abdel-nasser-road-6931544,Apartment,3800000,Gamal Abdel Nasser Road,Sidi Beshr,4,2,215,0,Cash,17674.42
شقة للبيع 165 م -في بوكلي -امام محطه ترام الهدايه,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-saba-basha-al-hedaya-mosque-st-8423763,Apartment,7700000,Al Hedaya Mosque St.,Saba Basha,3,2,165,0,Cash,46666.67
Open view of the plaza Immediate delivery,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-valore-smouha-8423627,Apartment,8352000,Valore Smouha,Smouha,3,2,174,0,Installments,48000.0
"Apartment for sale, 184 sq m, Smouha - Grand View",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-grand-view-8422559,Apartment,13800000,Grand View,Smouha,3,2,184,0,Cash,75000.0
Apartment 184 sq m in Alex West Compound,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8422437,Apartment,8500000,Alex West,Agami,3,3,184,0,Installments,46195.65
"Apartment for sale, 140 sq m, Sidi Bishr",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-mahmoud-al-essawy-st-8422314,Apartment,3700000,Mahmoud Al Essawy St.,Sidi Beshr,3,1,140,0,Cash,26428.57
"Villa Sale, 578 sq m Palm Hills Compound, Alex",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8422293,Villa,34900000,Palm Hills,Palm Hills,6,7,578,0,Cash,60380.62
"Apartment for sale, 178 sq m, Alex West Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8422281,Apartment,9800000,Alex West,Agami,3,3,178,0,Installments,55056.18
"Apartment for sale, 160 sq m, Smouha - Valori",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-valore-antoniades-8422271,Apartment,5850000,Valore Antoniades,Smouha,3,2,160,0,Cash,36562.5
"Apartment for sale, 220 sq m, Rushdi - Syria",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-roushdy-syria-st-8422261,Apartment,9000000,Syria St.,Roushdy,3,3,220,0,Cash,40909.09
"Apartment for sale, 160 sq m, Miami",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-miami-mahmoud-al-essawy-st-8422260,Apartment,4900000,Mahmoud Al Essawy St.,Miami,3,1,160,0,Cash,30625.0
"Standalone villa for sale, 333 sq m Palm Hills",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8399123,Villa,46000000,Palm Hills,Palm Hills,4,7,533,0,Installments,86303.94
"Apt for sale, 145 sq m, Kafr Abdo ,Saint Genie St",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-roushdy-kafr-abdo-sant-giyn-st-8421106,Apartment,5800000,Sant Giyn St.,Kafr Abdo,3,2,145,0,Cash,40000.0
"Apt for sale, 135 m, Sporting ,steps from Abu Qir",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-sporting-abo-qir-st-8420629,Apartment,4000000,Abo Qir St.,Sporting,3,1,135,0,Cash,29629.63
"Apartment for sale, 225m², Gleem (Mostafa Fahmy St",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-glim-mostafa-fahmy-st-8420579,Apartment,5500000,Mostafa Fahmy St.,Glim,3,2,225,0,Cash,24444.44
"Apt for sale, 180 sq m, Smouha The One Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-the-one-8419959,Apartment,11700000,The One,Smouha,3,3,180,0,Installments,65000.0
Distinguished apartment for sale in Soulk Building,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-madkhal-sharkt-al-nakhl-wa-al-handasa-st-8419956,Apartment,14700000,Madkhal Sharkt Al Nakhl Wa Al Handasa St.,Smouha,3,3,220,0,Cash,66818.18
"Apartment for sale, 155 sq m - Loran",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-laurent-shaarawy-st-8419903,Apartment,5300000,Shaarawy St.,Laurent,3,2,155,0,Cash,34193.55
Open view overlooking the largest plaza,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8419596,Apartment,8000000,Alex West,Agami,3,3,178,0,Installments,44943.82
"Furnished apartment for sale, 310 sq m - Smouha",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-mohamed-fawzy-moaz-st-8419269,Apartment,21000000,Mohamed Fawzy Moaz St.,Smouha,3,3,310,0,Cash,67741.94
Direct open sea view Licensed,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-el-gaish-road-8418783,Apartment,8500000,El Gaish Road,Sidi Beshr,3,2,170,0,Cash,50000.0
Open view Immediate delivery,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-alex-west-8418771,Villa,15500000,Alex West,Agami,4,3,225,0,Installments,68888.89
"Apartment for sale, 160 sq m - Ibrahimia",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-wasat-ibrahimia-port-said-st-8418655,Apartment,7500000,Port Said St.,Ibrahimia,3,2,160,0,Cash,46875.0
Licensed building with fully open views,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-miami-mahmoud-al-essawy-st-8418389,Apartment,4000000,Mahmoud Al Essawy St.,Miami,3,2,142,0,Cash,28169.01
Luxury Standalone Villa in Alex west,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-alex-west-8417528,Villa,120000000,Alex West,Agami,5,7,1550,0,Cash,77419.35
Open view Licensed  Hotel-style entrance,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-laurent-al-geish-road-8417352,Apartment,9000000,Al Geish Road,Laurent,4,3,235,0,Cash,38297.87
"Apartment for sale, 264 sq m, San Stefano (Four Seasons)",https://www.bayut.eg/en/property/details-503008833.html,Apartment,48000000,San Stefano,San Stefano,3,4,264,0,Cash,181818.18
"Apartment for sale, 90 sq m, Kafr Abdo (Khalil El Masry Street)",https://www.bayut.eg/en/property/details-503055834.html,Apartment,3000000,Kafr Abdo,Kafr Abdo,2,1,90,0,Cash,33333.33
Townhouse for sale 222 m (Alex West),https://www.bayut.eg/en/property/details-503059622.html,Townhouse,19125000,Alex West,Agami,5,4,222,448242,Installments,86148.65
"Own a registered villa in King Mariout, fourth number from the main street, a deal in every sense of the word. The office location is King Mariout, right after Al-Khars restaurant. For communication, contact A. Omar (01201066974).",https://www.bayut.eg/en/property/details-502939692.html,Villa,3100000,King Mariout,King Mariout,2,2,300,0,Cash,10333.33
"Apartment for sale in Valore Antoniadis, Smouha - Ready to move",https://www.bayut.eg/en/property/details-503074776.html,Apartment,7419500,Valore Antoniades,Smouha,3,3,209,144268,Installments,35500.0
"For sale in Miami, 3 rooms, electricity, water, and gas meters, 14th floor, 3 rooms, one of which is open to the reception, two large reception rooms",https://www.bayut.eg/en/property/details-503043029.html,Apartment,2700000,Miami,Miami,3,2,130,0,Cash,20769.23
"Apartment for sale in Loran, off Serhenk Street. Apartment size: 220 square meters. Three very large rooms. Four large reception rooms. Two bathrooms.",https://www.bayut.eg/en/property/details-503043010.html,Apartment,7500000,Laurent,Laurent,3,2,220,0,Cash,34090.91
Duplex Apartment for Sale – 262 sqm – Smouha Grand View,https://www.bayut.eg/en/property/details-503042460.html,Duplex,14000000,Grand View,Smouha,4,3,262,0,Cash,53435.11
Standalone Villa for Sale in Moroj – Heart of Alexandria,https://www.bayut.eg/en/property/details-503040606.html,Villa,20000000,Murooj,Smouha,5,4,332,0,Cash,60240.96
You have an opportunity in an excellent investment and residential location in one of the best projects of Mostafa Kamel.,https://www.bayut.eg/en/property/details-503039735.html,Apartment,3500000,Mandara,Mandara,2,2,151,1750000,Installments,23178.81
"Own a 225 square meter apartment inside one of the finest compounds in Alexandria, ""Abha Hayat"" – directly on the main Mustafa Kamel Street.",https://www.bayut.eg/en/property/details-503039673.html,Apartment,7537000,Abha Hayah,Montazah,3,3,225,1884250,Installments,33497.78
Immediate Delivery Below Market Price Open Views,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8131665.html,Apartment,7500000,Vee Sawari,Waterfront,3,3,210,0,Cash,35714.29
Lowest market price with fully open views,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-vee-muruj-8366038.html,Apartment,5000000,Vee Muruj,Smouha,3,2,141,0,Cash,35460.99
Delivery Within 3 Months Fully Finished Open View,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-hay-sharq-smouha-vee-muruj-8186026.html,Villa,24750000,Vee Muruj,Smouha,6,5,309,0,Cash,80097.09
Delivery within 6 months installments over 3 years,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8235331.html,Apartment,8250000,Alex West,Agami,3,3,178,0,Installments,46348.31
Villa Stand Alone 376m in Palm Hills Alexandria,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8477642.html,Villa,42000000,Palm Hills,Palm Hills,6,6,512,0,Cash,82031.25
"Apartment for sale, 145 sq m, Smouha - Veranda",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-veranda-smouha-8582379.html,Apartment,10200000,Veranda Smouha,Veranda Smouha,2,2,145,0,Installments,70344.83
"Apartment for sale, 485 sq m, Smouha",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-8583209.html,Apartment,23500000,Smouha,Smouha,5,5,485,0,Cash,48453.61
"Apartment for sale, 125 sq m – Sidi Bishr Bahri",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-ali-hiba-st-8466930.html,Apartment,2250000,Ali Hiba St.,Sidi Beshr,3,1,125,0,Cash,18000.0
"Apartment for sale, 145 m, in Mandara",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-than-el-montazah-el-mandara-al-mandara-mosque-st-8466619.html,Apartment,3300000,Al Mandara Mosque St.,El Mandara,3,1,145,0,Cash,22758.62
"Apartment for sale, 244 m, in Smouha.",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-new-smouha-smouha-prestige-compound-8466604.html,Apartment,10900000,Smouha Prestige Compound,New Smouha,3,2,244,0,Cash,44672.13
"Apartment for sale, 250 sq m, Sawary Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-2Oii3Rbjv3Q.html,Apartment,9500000,Sawary,Sawary,4,3,250,0,Installments,38000.0
"Townhouse Villa for Sale, 296m, overlooking Smouha",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-alexandria-hay-sharq-smouha-8565431.html,Townhouse,9850000,Smouha,Smouha,7,3,296,0,Installments,33277.03
"Apartment for sale, 208 sq m, Sawary Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-2OiemL46tRg.html,Apartment,12896000,Sawary,Sawary,4,3,208,0,Installments,62000.0
"Apartment for Sale 80 M, El Hedayaa (Gulf Towers)",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-bolkly-8546359.html,Apartment,2000000,Bolkly,Bolkly,2,1,80,0,Cash,25000.0
"Apartment for sale, 217 sq m, Sporting",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-sporting-8546168.html,Apartment,4500000,Sporting,Sporting,3,2,217,0,Cash,20737.33
Apartment for Sale – 130 sqm – Gleem,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-glim-2Obu6QGdfou.html,Apartment,4200000,Glim,Glim,3,1,130,0,Cash,32307.69
Townhouse Villa for Sale 295m² Malaaz Compound,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-alexandria-borg-el-arab-city-borg-el-arab-2ObqjJUvXto.html,Townhouse,6900000,Borg El Arab,Borg El Arab,7,4,395,0,Cash,17468.35
"Apartment for sale, 160 sq m, Maamoura",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-than-el-montazah-al-maamoura-2ObpPwkxWCG.html,Apartment,6000000,Al Maamoura,Hay Than El Montazah,3,2,160,0,Cash,37500.0
Apartment for Sale – 120 sqm – Cleopatra,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-cleopatra-8545397.html,Apartment,3900000,Cleopatra,Cleopatra,3,1,120,0,Cash,32500.0
"Apartment for sale, 112 sq m, Maamoura Beach (Seif",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-than-el-montazah-al-maamoura-8411358.html,Apartment,4500000,Corniche Al Maamoura,Al Maamoura,3,2,112,0,Cash,40178.57
Fully Finished Open view overlooking the plaza,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-the-one-8410263.html,Apartment,13902523,The One,Smouha,3,3,176,0,Installments,78991.61
Open views overlooking the street Super Lux,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-sky-line-8410170.html,Apartment,6900000,Sky line,Smouha,3,2,151,0,Cash,45695.36
Ultra super lux finishing with a smart system,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-the-one-8409599.html,Apartment,13872723,The One,Smouha,3,3,179,0,Installments,77501.25
"Apartment for Sale – 100 sqm, Smouha (Hilton St.)",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-al-hilton-st-8409527.html,Apartment,2500000,Al Hilton St.,Smouha,2,1,100,0,Cash,25000.0
